atr42s1g00971,nc476s13g00685,ive10g02166,agr8s11g00652,spo4s8g00476,abr7s1g00070,da480s2g00912,ase9s8g01364,elg3s4g01414,aco40s3g00166,cs471s13g01524,afi49s4g02920,lc2s3g00020,cm170s12g00495,CdeChr20g00280,vvi161s16g00987,gbi44s5g00093,sgi44s5g02802,afi61s11g00054,,
atr42s9g02508,nc476s9g01538,ive8g00782,agr8s7g00539,spo4s2g00923,abr7s5g00947,da480s11g00003,ase9s3g03203,elg3s12g00110,aco40s22g00209,cs471s9g01182,afi49s5g01927,lc2s8g01195,cm170s4g00982,CdeChr8g00204,vvi161s15g00674,,,,,
atr42s9g02339,nc476s9g01998,ive8g01019,agr8s7g01970,spo4s14g00366,abr7s5g01054,da480s11g00499,ase9s4g02736,elg3s12g00380,aco40s25g00027,cs471s2g02551,afi49s6g01620,lc2s2g01893,cm170s9g00723,CdeChr33g00212,vvi161s3g00131,gbi44s6g00890,sgi44s5g01997,afi61s9g00129,smo62s36g00124,ppa60s8g00891
atr42s7g00620,nc476s7g00918,ive2g01477,agr8s10g01064,spo4s9g00079,abr7s5g01348,da480s11g00835,ase9s2g01812,elg3s16g00141,aco40s7g00743,cs471s4g01786,afi49s3g01493,lc2s3g00781,cm170s12g00043,CdeChr10g00165,vvi161s5g00905,gbi44s6g01329,sgi44s7g01585,,smo62s45g00209,ppa60s11g00805
atr42s7g00393,nc476s4g01988,ive14g00616,agr8s10g01129,spo4s9g00048,abr7s5g01448,da480s11g00978,ase9s2g01982,elg3s12g00869,aco40s22g00598,cs471s15g01092,afi49s4g00258,lc2s3g00883,cm170s12g00502,CdeChr16g00317,vvi161s7g00765,gbi44s10g00643,sgi44s9g00216,afi61s7g00256,smo62s4g00265,ppa60s14g00123
atr42s3g00026,nc476s2g00933,ive3g01726,agr8s4g01787,spo4s4g00559,abr7s6g00234,da480s5g01616,ase9s7g01201,elg3s9g00146,aco40s21g00110,cs471s1g03152,afi49s4g02417,lc2s5g00044,cm170s1g02746,CdeChr31g00425,vvi161s5g01003,gbi44s12g00532,sgi44s2g03317,afi61s8g00080,smo62s15g00085,ppa60s17g00125
atr42s6g01921,nc476s3g00219,ive6g02431,agr8s2g00501,spo4s10g00066,abr7s6g00434,da480s19g00029,ase9s10g00245,elg3s2g00922,aco40s17g00452,cs471s9g01582,afi49s4g00837,lc2s3g01597,cm170s4g02204,CdeChr27g00235,vvi161s17g00988,gbi44s7g00894,,afi61s45g00010,smo62s171g00014,ppa60s24g00820
atr42s2g00430,nc476s14g00193,ive6g01826,agr8s4g01232,spo4s13g00178,abr7s6g00712,da480s15g00813,ase9s6g00424,elg3s1g01487,aco40s23g00462,cs471s6g00537,afi49s7g00063,lc2s19g00836,cm170s4g00405,CdeChr15g00576,vvi161s1g00164,gbi44s10g01229,sgi44s6g01880,afi61s65g00034,smo62s78g00046,ppa60s16g00447
atr42s2g01148,nc476s1g01882,ive5g01519,agr8s4g00722,spo4s17g00247,abr7s6g00832,da480s15g01075,ase9s2g00274,elg3s1g01179,aco40s7g00849,cs471s6g00111,afi49s2g02374,lc2s1g00379,cm170s5g01075,CdeChr3g00240,vvi161s10g00130,gbi44s3g00575,sgi44s2g00038,afi61s28g00085,smo62s29g00008,ppa60s9g00642
atr42s2g00683,nc476s1g02791,ive5g01602,agr8s4g00678,spo4s17g00209,abr7s6g00842,da480s15g01123,ase9s6g00962,elg3s6g00398,aco40s7g00886,cs471s1g02322,afi49s4g00817,lc2s1g00289,cm170s5g01095,CdeChr39g00528,vvi161s10g00069,gbi44s1g01609,,afi61s7g00067,smo62s9g00258,ppa60s14g01145
atr42s3g02525,nc476s6g00859,ive14g01257,agr8s7g01048,spo4s11g00309,abr7s6g00919,da480s15g00498,ase9s6g02418,elg3s1g01314,aco40s9g00353,cs471s1g01990,afi49s1g03782,lc2s1g01470,cm170s9g00692,CdeChr30g00006,vvi161s8g01090,,,,smo62s9g00557,
atr42s6g01900,nc476s3g00212,ive8g00922,agr8s1g02886,spo4s3g00496,abr7s6g00936,da480s8g01170,ase9s9g01423,elg3s1g01267,aco40s9g00335,cs471s8g01656,afi49s4g01063,lc2s19g00761,cm170s1g00428,CdeChr40g00126,vvi161s7g01089,gbi44s9g01775,sgi44s6g02946,afi61s76g00020,smo62s1g00011,ppa60s20g00295
atr42s3g02752,nc476s2g01194,ive14g01060,agr8s8g00324,spo4s3g00158,abr7s6g00991,da480s15g00663,ase9s6g01994,elg3s1g01569,aco40s4g00429,cs471s4g00877,afi49s2g00276,lc2s8g00024,cm170s7g00927,CdeChr4g00144,vvi161s14g00397,gbi44s7g00160,,afi61s233g00026,smo62s7g00053,ppa60s18g00313
atr42s3g02813,nc476s1g01444,ive14g01023,agr8s4g01568,spo4s9g00946,abr7s6g01019,da480s15g00694,ase9s2g00787,elg3s6g00276,aco40s4g00421,cs471s1g02614,afi49s2g00336,lc2s11g00102,cm170s5g01385,CdeChr38g00362,vvi161s14g00439,gbi44s7g00917,sgi44s3g02096,afi61s178g00017,smo62s42g00006,ppa60s17g00037
atr42s1g01925,nc476s1g01281,ive1g00123,agr8s5g01366,spo4s4g00250,abr7s6g01133,da480s10g00043,ase9s10g01111,elg3s9g00003,aco40s20g00188,cs471s7g00561,afi49s4g01803,lc2s3g02310,cm170s3g00675,CdeChr27g00113,vvi161s14g01087,gbi44s9g00432,sgi44s9g01232,afi61s159g00001,smo62s11g00146,ppa60s19g00538
atr42s5g01838,nc476s6g00233,ive3g01048,agr8s11g00900,spo4s7g00688,abr7s7g00190,da480s5g00691,ase9s3g00513,elg3s7g00080,aco40s12g00241,cs471s7g00966,afi49s1g01364,lc2s1g01606,cm170s9g00562,CdeChr28g00389,vvi161s7g01905,gbi44s6g01296,sgi44s3g00729,afi61s32g00116,smo62s14g00373,ppa60s3g01298
atr42s5g01915,nc476s14g00069,ive12g01379,agr8s11g00949,spo4s8g00183,abr7s7g00206,da480s17g00201,ase9s3g00533,elg3s7g00093,aco40s5g00105,cs471s4g01171,afi49s2g00210,lc2s8g00553,cm170s10g00018,CdeChr29g00270,vvi161s17g00642,gbi44s3g01970,sgi44s10g00837,afi61s560g00005,,
atr42s1g01999,nc476s9g00038,ive10g01629,agr8s1g00350,spo4s16g00326,abr7s7g00368,da480s17g00389,ase9s3g01787,elg3s6g00858,aco40s11g00533,cs471s13g01068,afi49s4g02646,lc2s15g01281,cm170s7g01166,CdeChr19g00198,vvi161s19g00040,gbi44s7g01236,,afi61s90g00072,smo62s42g00072,ppa60s14g01101
atr42s5g00149,nc476s1g02299,ive12g00662,agr8s11g00530,spo4s8g00390,abr7s7g00455,da480s5g01045,ase9s3g00035,elg3s3g00583,aco40s12g00353,cs471s10g01185,afi49s3g00762,lc2s1g01889,cm170s2g02649,CdeChr33g00574,vvi161s11g00339,gbi44s1g00950,sgi44s9g01492,afi61s11g00037,smo62s30g00050,ppa60s25g00313
atr42s5g00080,nc476s6g00513,ive12g00611,agr8s2g01208,spo4s8g00407,abr7s7g00469,da480s20g00784,ase9s3g00093,elg3s7g00397,aco40s10g00383,cs471s7g01685,afi49s1g00637,lc2s6g00653,cm170s1g01218,CdeChr33g00013,vvi161s11g00362,gbi44s6g01984,sgi44s5g03158,afi61s686g00003,smo62s51g00044,ppa60s22g00431
atr42s2g02596,nc476s2g00901,ive8g02254,agr8s6g00654,spo4s8g00801,abr7s7g00696,da480s5g01441,ase9s9g00380,elg3s13g00296,aco40s12g00143,cs471s1g02514,afi49s5g02219,lc2s5g00063,cm170s3g01578,CdeChr25g00429,vvi161s18g01111,gbi44s2g00296,sgi44s5g00212,afi61s270g00013,smo62s24g00244,ppa60s18g00820
atr42s5g00824,nc476s9g01360,ive10g01868,agr8s6g01503,spo4s13g00487,abr7s7g00763,da480s5g01065,ase9s9g00581,elg3s3g00688,aco40s12g00372,cs471s13g01334,afi49s4g00618,lc2s3g00237,cm170s12g00351,CdeChr20g00241,vvi161s19g00176,gbi44s6g02176,,,smo62s30g00243,ppa60s16g00049
atr42s12g00313,nc476s2g00356,ive4g02537,agr8s3g00453,spo4s8g01114,abr7s7g00787,da480s17g00818,ase9s3g00043,elg3s3g00747,aco40s10g00500,cs471s1g00744,afi49s3g01120,lc2s2g00429,cm170s5g01507,CdeChr37g00219,vvi161s17g00467,gbi44s8g00798,sgi44s9g00081,afi61s18g00086,smo62s152g00043,ppa60s2g00762
atr42s1g02235,nc476s1g03214,ive9g01557,agr8s3g00946,spo4s13g00507,abr7s7g01035,da480s17g00604,ase9s3g01254,elg3s3g00641,aco40s5g00384,cs471s8g01530,afi49s4g02351,lc2s3g00158,cm170s4g00991,CdeChr20g00258,vvi161s16g01319,gbi44s4g01014,,,smo62s169g00009,ppa60s5g00712
atr42s2g02953,nc476s10g01361,ive1g01362,agr8s1g00061,spo4s1g01149,abr7s13g00038,da480s12g00023,ase9s2g02819,elg3s2g00040,aco40s4g00272,cs471s7g00064,afi49s1g04493,lc2s9g00055,cm170s11g00686,CdeChr34g00554,vvi161s14g00430,,,,,
atr42s8g00042,nc476s5g00012,ive2g03382,agr8s11g01325,spo4s1g00335,abr7s13g00051,da480s9g00895,ase9s4g00227,elg3s5g01551,aco40s14g00604,cs471s2g01858,afi49s2g02328,lc2s4g00016,cm170s7g01823,CdeChr12g00201,vvi161s6g00635,gbi44s9g01008,sgi44s6g01858,afi61s617g00004,smo62s44g00175,ppa60s8g00677
atr42s2g02313,nc476s10g01884,ive11g00583,agr8s1g02898,spo4s1g00697,abr7s13g00328,da480s7g00268,ase9s5g00210,elg3s5g00611,aco40s18g00285,cs471s15g00134,afi49s1g03951,lc2s10g01082,cm170s10g01074,CdeChr3g00029,vvi161s5g00040,gbi44s8g02026,sgi44s4g01445,afi61s139g00016,smo62s42g00004,ppa60s22g00187
atr42s2g02375,nc476s10g01783,ive4g00377,agr8s1g00200,spo4s1g01057,abr7s13g00425,da480s7g00133,ase9s2g02678,elg3s5g00535,aco40s18g00344,cs471s7g00216,afi49s1g02342,lc2s10g00203,cm170s10g01182,CdeChr35g00278,vvi161s7g00528,gbi44s3g00522,sgi44s6g01340,afi61s157g00020,smo62s29g00308,ppa60s14g01212
atr42s1g01329,nc476s1g03394,ive12g01908,agr8s1g00540,spo4s1g00903,abr7s13g00475,da480s12g00434,ase9s5g00142,elg3s5g00790,aco40s18g00178,cs471s1g01853,afi49s5g00414,lc2s7g01326,cm170s4g01903,CdeChr21g00536,vvi161s6g01095,gbi44s10g00467,sgi44s8g02018,afi61s48g00008,smo62s53g00022,ppa60s18g00165
atr42s1g00476,nc476s1g00635,ive3g00368,agr8s1g00590,spo4s6g00637,abr7s13g00506,da480s7g00666,ase9s2g02180,elg3s5g00745,aco40s18g00196,cs471s1g01672,afi49s2g03133,lc2s5g01054,cm170s1g02932,CdeChr26g00148,vvi161s6g00967,gbi44s12g01525,sgi44s1g00072,afi61s1g00482,smo62s15g00158,ppa60s11g01147
atr42s5g01042,nc476s5g01308,ive2g03074,agr8s11g00232,spo4s10g00885,abr7s13g00752,da480s7g01148,ase9s5g00672,elg3s14g00193,aco40s18g00516,cs471s2g01411,afi49s2g01872,lc2s6g01153,cm170s3g02975,CdeChr24g00106,vvi161s8g00275,gbi44s1g03094,,afi61s63g00004,smo62s11g00430,ppa60s11g00775
atr42s8g01782,nc476s5g01057,ive1g02796,agr8s8g01857,spo4s1g00076,abr7s13g00761,da480s7g01138,ase9s2g03863,elg3s5g00257,aco40s4g00873,cs471s6g02705,afi49s5g00646,lc2s18g00429,cm170s3g00491,CdeChr28g00148,vvi161s13g00065,gbi44s4g02132,sgi44s8g00811,afi61s130g00008,smo62s179g00012,ppa60s11g00843
atr42s8g01725,nc476s2g01316,ive7g00896,agr8s8g00945,spo4s6g00958,abr7s13g00774,da480s7g01123,ase9s2g03835,elg3s5g00239,aco40s4g00885,cs471s6g02750,afi49s2g01735,lc2s18g00489,cm170s11g01135,CdeChr35g00396,vvi161s8g00237,gbi44s1g00757,sgi44s2g01846,afi61s6g00381,smo62s27g00133,ppa60s2g00515
atr42s4g00095,nc476s8g00900,ive9g01204,agr8s1g02490,spo4s4g00046,abr7s15g00044,da480s18g00786,ase9s2g00399,elg3s13g00514,aco40s15g00310,cs471s1g03442,afi49s1g01822,lc2s5g01332,cm170s1g03376,CdeChr39g00735,vvi161s11g00079,gbi44s2g01682,sgi44s11g00888,afi61s38g00023,smo62s31g00130,ppa60s6g00901
atr42s5g00719,nc476s1g02433,ive3g01206,agr8s11g00809,spo4s8g00071,abr7s15g00111,da480s5g00819,ase9s3g00413,elg3s7g00033,aco40s5g00048,cs471s10g00518,afi49s1g04255,lc2s1g01707,cm170s2g02245,CdeChr12g00068,vvi161s11g00467,gbi44s5g00800,sgi44s7g01922,afi61s115g00005,,ppa60s4g00065
atr42s5g01585,nc476s6g00322,ive3g01142,agr8s12g00540,spo4s8g00096,abr7s15g00126,da480s5g00801,ase9s3g00443,elg3s3g00076,aco40s10g00044,cs471s10g00483,afi49s1g03887,lc2s1g01670,cm170s2g02265,CdeChr29g00257,vvi161s4g00381,gbi44s1g01918,sgi44s10g01840,afi61s198g00014,smo62s25g00075,ppa60s14g00556
atr42s9g01046,nc476s6g00378,ive12g01061,agr8s7g00946,spo4s5g00506,abr7s15g00219,da480s17g00251,ase9s3g00596,elg3s3g00188,aco40s12g00253,cs471s9g00135,afi49s1g00189,lc2s1g02101,cm170s2g02407,CdeChr29g00195,vvi161s9g00190,,,,,
atr42s5g00270,nc476s6g00687,ive12g00784,agr8s2g01095,spo4s8g00353,abr7s15g00300,da480s17g00371,ase9s5g02774,elg3s3g00282,aco40s5g00188,cs471s12g00759,afi49s3g00665,lc2s6g00535,cm170s1g01708,CdeChr21g00031,vvi161s11g00311,gbi44s1g00536,sgi44s10g02082,afi61s45g00148,smo62s12g00310,ppa60s1g00817
atr42s5g00131,nc476s1g02315,ive12g00660,agr8s11g00546,spo4s18g00112,abr7s15g00433,da480s5g01050,ase9s5g01912,elg3s7g00407,aco40s12g00348,cs471s7g01718,afi49s1g00662,lc2s6g00629,cm170s1g01640,CdeChr14g00651,vvi161s11g00351,gbi44s1g00780,,afi61s387g00002,smo62s40g00233,ppa60s6g00580
atr42s5g00107,nc476s1g02327,ive12g00638,agr8s2g01199,spo4s19g00036,abr7s15g00438,da480s17g00788,ase9s3g00085,elg3s3g00569,aco40s10g00388,cs471s10g01237,afi49s1g00625,lc2s6g00640,cm170s1g00652,CdeChr33g00578,vvi161s4g00322,gbi44s5g00142,sgi44s5g02890,afi61s57g00027,smo62s7g00471,ppa60s20g00265
atr42s1g00977,nc476s13g00670,ive14g01681,agr8s6g01646,spo4s8g00483,abr7s15g00505,da480s5g01188,ase9s6g02177,elg3s3g00488,aco40s12g00324,cs471s7g02478,afi49s4g02865,lc2s15g01676,cm170s12g00473,CdeChr20g00288,vvi161s16g01015,gbi44s5g00007,sgi44s4g02404,,,
atr42s1g01472,nc476s1g03243,ive10g01984,agr8s6g01586,spo4s13g00477,abr7s15g00543,da480s5g01136,ase9s9g00695,elg3s3g00450,aco40s10g00294,cs471s8g01614,afi49s4g02801,lc2s15g01635,cm170s10g00146,CdeChr18g00338,vvi161s2g00133,gbi44s1g02858,sgi44s1g04814,afi61s132g00013,smo62s114g00049,ppa60s22g00521
atr42s1g02185,nc476s9g01408,ive10g01510,agr8s4g00158,spo4s19g00205,abr7s15g00655,da480s17g01081,ase9s9g00419,elg3s15g00645,aco40s10g00659,cs471s1g01051,afi49s3g01555,lc2s2g00227,cm170s5g01593,CdeChr39g00154,vvi161s17g00916,gbi44s7g00496,sgi44s3g03230,,smo62s33g00002,ppa60s27g00152
atr42s12g00321,nc476s2g00363,ive11g01774,agr8s4g00426,spo4s19g00349,abr7s15g00734,da480s17g00863,ase9s3g01513,elg3s1g00936,aco40s11g00119,cs471s13g00346,afi49s3g02032,lc2s12g00894,cm170s1g00407,CdeChr7g00490,vvi161s14g00794,gbi44s3g01353,,,smo62s128g00055,ppa60s18g00844
atr42s8g01576,nc476s10g01541,ive2g02177,agr8s8g01960,spo4s1g00032,abr7s16g00020,da480s12g00669,ase9s2g03933,elg3s14g00223,aco40s14g00491,cs471s2g01439,afi49s7g00786,lc2s6g01570,cm170s3g02923,CdeChr24g00147,vvi161s8g00338,gbi44s1g03161,sgi44s1g04540,afi61s238g00001,,
atr42s3g00154,nc476s1g00663,ive2g00150,agr8s2g00144,spo4s12g00343,abr7s16g00145,da480s8g00449,ase9s5g02931,elg3s8g00085,aco40s20g00603,cs471s4g00305,afi49s1g01147,lc2s1g02301,cm170s2g03100,CdeChr2g00405,vvi161s18g00050,gbi44s9g01778,sgi44s6g02961,afi61s37g00020,smo62s63g00050,ppa60s12g00979
atr42s12g02007,nc476s3g01050,ive4g01049,agr8s6g02227,spo4s5g01016,abr7s16g00302,da480s3g00099,ase9s5g01241,elg3s7g01069,aco40s2g00366,cs471s6g01911,afi49s3g02973,lc2s17g01119,cm170s2g00064,CdeChr5g00023,vvi161s11g01104,gbi44s2g00471,sgi44s5g01262,afi61s107g00016,smo62s5g00213,ppa60s9g00264
atr42s12g00673,nc476s3g01789,ive1g01760,agr8s6g00435,spo4s15g00411,abr7s16g00315,da480s8g00822,ase9s4g01772,elg3s10g00621,aco40s2g00314,cs471s1g00611,afi49s7g01490,lc2s16g01138,cm170s3g03037,CdeChr17g00106,vvi161s3g00621,gbi44s5g00148,sgi44s5g02914,afi61s197g00009,smo62s8g00098,ppa60s22g00205
atr42s13g01291,nc476s3g01838,ive1g01385,agr8s1g00103,spo4s12g00669,abr7s16g00381,da480s16g00590,ase9s4g01829,elg3s8g00014,aco40s20g00317,cs471s12g01202,afi49s3g02197,lc2s8g00088,cm170s2g00486,CdeChr25g00364,vvi161s11g00550,gbi44s4g01112,sgi44s3g02345,afi61s35g00029,smo62s5g00161,
atr42s12g01814,nc476s4g01236,ive6g00592,agr8s3g01875,spo4s5g00986,abr7s16g00531,da480s3g00177,ase9s5g02391,elg3s2g01579,aco40s6g00029,cs471s5g00924,afi49s1g00532,lc2s14g01106,cm170s8g01513,CdeChr15g00370,vvi161s4g00791,gbi44s2g00181,,afi61s238g00004,smo62s7g00165,ppa60s25g00539
atr42s9g02371,nc476s10g00961,ive13g01207,agr8s7g01909,spo4s2g01142,abr7s16g00645,da480s3g00028,ase9s5g00923,elg3s8g01197,aco40s6g00163,cs471s3g01516,afi49s7g00370,lc2s11g00681,cm170s6g01570,CdeChr35g00518,vvi161s3g01113,gbi44s4g01677,sgi44s5g00736,afi61s6g00535,smo62s52g00186,ppa60s11g01195
atr42s4g02716,nc476s2g02340,ive9g00023,agr8s2g01528,spo4s3g00308,abr7s19g00004,da480s5g02211,ase9s3g00320,elg3s15g00507,aco40s2g00714,cs471s3g00653,afi49s3g02955,lc2s2g02182,cm170s9g01554,CdeChr40g00578,vvi161s1g00982,gbi44s11g00438,,afi61s515g00003,smo62s1g00044,ppa60s3g00743
atr42s1g00308,nc476s2g02411,ive9g00110,agr8s10g00565,spo4s4g00272,abr7s19g00057,da480s5g02122,ase9s6g01891,elg3s13g00654,aco40s2g00675,cs471s3g00503,afi49s3g02842,lc2s4g02186,cm170s5g00032,CdeChr33g00608,vvi161s12g00130,gbi44s11g00582,sgi44s2g01173,afi61s485g00011,smo62s16g00190,ppa60s16g00814
atr42s4g02512,nc476s2g02428,ive3g02999,agr8s1g02037,spo4s18g00037,abr7s19g00077,da480s19g00299,ase9s6g01863,elg3s13g00680,aco40s22g00247,cs471s15g01186,afi49s2g03086,lc2s4g02141,cm170s5g00045,CdeChr21g00047,vvi161s4g00670,gbi44s11g00120,sgi44s3g01314,afi61s15g00162,smo62s26g00105,ppa60s2g00524
atr42s4g02474,nc476s2g02440,ive9g00159,agr8s1g02004,spo4s4g00251,abr7s19g00088,da480s19g00312,ase9s6g01847,elg3s13g00692,aco40s20g00477,cs471s3g00418,afi49s3g02756,lc2s4g02118,cm170s5g00047,CdeChr2g00315,vvi161s7g01874,,,,,
atr42s4g00485,nc476s8g01092,ive9g00859,agr8s4g01795,spo4s7g00961,abr7s19g00145,da480s19g00385,ase9s6g01734,elg3s13g00758,aco40s20g00458,cs471s3g00042,afi49s3g03098,lc2s4g02028,cm170s9g01415,CdeChr38g00201,vvi161s7g01341,gbi44s10g01820,sgi44s9g02828,afi61s7g00045,smo62s42g00128,ppa60s3g01439
atr42s4g00656,nc476s8g01066,ive10g00956,agr8s1g02051,spo4s7g00949,abr7s19g00170,da480s5g02072,ase9s4g01522,elg3s13g00732,aco40s2g00594,cs471s3g00257,afi49s3g03025,lc2s4g01987,cm170s8g00096,CdeChr37g00331,vvi161s7g01373,gbi44s2g01452,sgi44s5g01920,afi61s553g00003,smo62s102g00039,ppa60s5g00881
atr42s13g00368,nc476s7g00482,ive4g03161,agr8s4g02389,spo4s3g00281,abr7s19g00532,da480s6g00961,ase9s9g00112,elg3s3g01400,aco40s20g00376,cs471s3g01486,afi49s1g02111,lc2s7g00073,cm170s11g01387,CdeChr11g00618,vvi161s4g00196,gbi44s8g01990,sgi44s4g01374,afi61s45g00040,smo62s181g00001,ppa60s2g00307
atr42s2g02509,nc476s5g01585,ive4g00957,agr8s1g00881,spo4s6g00684,abr7s17g00130,da480s19g01325,ase9s4g00640,elg3s2g01739,aco40s23g00374,cs471s15g00627,afi49s1g02031,lc2s9g00567,cm170s2g01391,CdeChr4g00327,vvi161s7g00303,gbi44s8g00172,sgi44s7g03077,afi61s315g00020,smo62s8g00420,ppa60s9g00267
atr42s1g01183,nc476s2g02093,ive12g01802,agr8s1g01166,spo4s1g00958,abr7s17g00169,da480s19g01681,ase9s2g02165,elg3s7g00971,aco40s18g00141,cs471s15g01124,afi49s1g01888,lc2s10g00627,cm170s10g00648,CdeChr4g00245,vvi161s13g01488,gbi44s10g01101,sgi44s3g00862,afi61s36g00022,,
atr42s1g00184,nc476s1g02929,ive12g02142,agr8s1g00698,spo4s1g00567,abr7s17g00267,da480s19g01134,ase9s7g00020,elg3s5g00996,aco40s13g00312,cs471s1g01456,afi49s1g03242,lc2s7g01030,cm170s2g00674,CdeChr16g00473,vvi161s6g00895,gbi44s11g00232,sgi44s7g00983,,smo62s52g00141,ppa60s20g00502
atr42s8g01529,nc476s5g00804,ive2g02140,agr8s8g01988,spo4s1g00023,abr7s17g00420,da480s19g01161,ase9s7g01045,elg3s5g01179,aco40s13g00193,cs471s6g02617,afi49s5g02229,lc2s6g01309,cm170s3g02903,CdeChr41g00291,vvi161s13g00123,gbi44s1g02459,,afi61s55g00026,smo62s65g00156,ppa60s3g01535
atr42s5g00635,nc476s5g00843,ive7g01032,agr8s11g00204,spo4s6g00377,abr7s17g00442,da480s18g00929,ase9s4g00264,elg3s5g01210,aco40s12g00142,cs471s2g01349,afi49s1g01501,lc2s6g01178,cm170s3g02956,CdeChr10g00543,vvi161s8g00324,gbi44s1g03261,sgi44s1g04221,afi61s18g00067,smo62s2g00293,ppa60s1g01859
atr42s2g02167,nc476s10g01464,ive11g00325,agr8s1g02757,spo4s10g00494,abr7s17g00923,da480s6g00069,ase9s7g00561,elg3s2g01889,aco40s23g00420,cs471s7g00159,afi49s1g02263,lc2s10g00166,cm170s10g01221,CdeChr3g00085,vvi161s5g00174,gbi44s9g00081,sgi44s9g00328,afi61s48g00011,smo62s41g00071,ppa60s3g00713
atr42s11g01445,nc476s13g00622,ive7g01936,agr8s9g00390,spo4s10g00278,abr7s20g00115,da480s14g00679,ase9s8g01471,elg3s2g00411,aco40s1g00852,cs471s14g00218,afi49s5g00800,lc2s12g00827,cm170s2g00884,CdeChr1g00145,vvi161s18g00405,gbi44s1g00120,sgi44s1g04755,afi61s93g00011,smo62s12g00249,ppa60s14g00760
atr42s9g00230,nc476s11g01456,ive11g01726,agr8s2g00964,spo4s7g00496,abr7s20g00181,da480s4g00316,ase9s1g02671,elg3s2g00242,aco40s1g01011,cs471s1g00729,afi49s3g01088,lc2s7g00908,cm170s11g01317,CdeChr27g00016,vvi161s2g00991,,,,,
atr42s11g02046,nc476s4g02091,ive7g01514,agr8s6g00826,spo4s4g00809,abr7s20g00243,da480s14g00797,ase9s7g01321,elg3s2g00773,aco40s21g00412,cs471s14g00022,afi49s1g01568,lc2s2g01436,cm170s8g00460,CdeChr2g00019,vvi161s12g01477,gbi44s7g01803,sgi44s2g01753,afi61s7g00176,smo62s2g00417,ppa60s3g01104
atr42s11g01976,nc476s1g00197,ive5g01071,agr8s6g00874,spo4s4g00832,abr7s20g00259,da480s4g00195,ase9s1g02497,elg3s2g00155,aco40s1g00721,cs471s14g00094,afi49s1g03411,lc2s4g01532,cm170s8g00474,CdeChr41g00266,vvi161s18g01925,gbi44s3g01462,,afi61s6g00040,smo62s67g00071,ppa60s9g00006
atr42s11g01963,nc476s7g00325,ive5g01091,agr8s6g00888,spo4s16g00185,abr7s20g00264,da480s4g00198,ase9s1g02492,elg3s8g00357,aco40s5g00674,cs471s4g00716,afi49s1g01504,lc2s2g01390,cm170s8g00489,CdeChr33g00422,vvi161s18g01838,,,,,
atr42s6g02077,nc476s3g01481,ive6g02501,agr8s2g00382,spo4s7g00571,abr7s20g00354,da480s4g00137,ase9s8g00169,elg3s2g00456,aco40s5g00607,cs471s9g01324,afi49s4g01570,lc2s5g00490,cm170s1g00142,CdeChr7g00334,vvi161s15g00721,,,afi61s9g00101,smo62s86g00024,ppa60s11g00110
atr42s3g00262,nc476s1g00778,ive2g00210,agr8s12g00118,spo4s11g00180,abr7s20g00592,da480s5g02347,ase9s3g02221,elg3s8g00883,aco40s14g00766,cs471s4g00211,afi49s3g02220,lc2s1g02364,cm170s2g02606,CdeChr8g00421,vvi161s6g00164,gbi44s9g02114,sgi44s6g03492,afi61s3g00308,smo62s14g00042,ppa60s22g00539
atr42s3g00184,nc476s1g00792,ive4g01087,agr8s12g00092,spo4s5g00873,abr7s20g00612,da480s5g02360,ase9s5g02915,elg3s2g01514,aco40s19g00037,cs471s6g01115,afi49s1g01183,lc2s6g00083,cm170s1g02005,CdeChr4g00172,vvi161s13g01648,,,,smo62s155g00037,
atr42s10g00014,nc476s5g01607,ive4g00519,agr8s1g00261,spo4s1g00650,abr7s20g00804,da480s4g00007,ase9s1g01391,elg3s7g00863,aco40s1g01413,cs471s7g00280,afi49s4g00373,lc2s9g00239,cm170s11g00742,CdeChr34g00728,vvi161s14g00499,gbi44s3g01176,,afi61s154g00006,smo62s11g00139,ppa60s13g00749
atr42s8g00129,nc476s6g01223,ive2g03276,agr8s11g01294,spo4s1g00298,abr7s12g00031,da480s18g01186,ase9s2g03335,elg3s5g01517,aco40s3g00526,cs471s2g01922,afi49s2g02251,lc2s4g00074,cm170s5g02196,CdeChr19g00017,vvi161s6g00599,gbi44s9g00817,sgi44s1g03746,afi61s170g00015,smo62s64g00012,ppa60s20g00300
atr42s8g00358,nc476s5g00187,ive2g02447,agr8s11g01203,spo4s6g01037,abr7s12g00086,da480s9g00796,ase9s7g00751,elg3s14g00015,aco40s14g00598,cs471s6g02367,afi49s2g02915,lc2s4g00187,cm170s5g02130,CdeChr6g00398,vvi161s13g00377,gbi44s9g00421,,,smo62s2g00029,ppa60s11g00464
atr42s5g00259,nc476s1g02246,ive12g00781,agr8s2g01096,spo4s13g00411,abr7s12g00167,da480s20g00414,ase9s5g02775,elg3s6g00846,aco40s16g00457,cs471s10g01102,afi49s3g00671,lc2s6g00541,cm170s1g00681,CdeChr20g00681,vvi161s4g00013,gbi44s1g00531,,afi61s29g00056,smo62s14g00273,ppa60s13g00462
